"mz_rt_min","tr1_vs_ctrl","tr2_vs_ctrl","tr2_tr1_vs_ctrl","tr2_vs_tr1","AveExpr","F","p","p_adj_BH"
"131.07024_5.987",-0.229218993623346,4.21462398653481,4.063342445945,4.44384298015816,26.882524142663,140.63331536046,9.28802755132991e-27,1.16022944162029e-24
"323.16203_6.887",0.14363492796606,-3.97280489127302,-4.76539300936024,-4.11643981923908,19.3520219574843,138.831611226355,1.29337566589191e-26,1.49136163320921e-24
"206.08177_6.836",0.104311915086274,4.70730204214481,3.94667064536321,4.60299012705854,22.0570909503272,138.196720311005,1.45474509131173e-26,1.55244319996786e-24
"216.04864_5.969",-0.38414550879993,4.21060629557048,4.04487590759005,4.59475180437042,20.4043770839822,137.84323656311,1.55347885253621e-26,1.55244319996786e-24
"431.96423_1.711",-0.0322181188095199,-3.55625456573523,-3.7071808681501,-3.52403644692571,19.5216780420184,135.572027410274,2.37728013874538e-26,2.22721432998708e-24
"164.03775_1.129",-0.117325703485556,2.86926920377449,3.54825417492061,2.98659490726004,26.047516842559,132.035802808061,4.66886150426059e-26,4.11683729110978e-24
"117.05447_3.687",-0.205437174419643,4.07430252645902,3.68512893645823,4.27973970087866,25.4783236675422,130.148936441371,6.73631804685243e-26,5.60985597346211e-24
"117.05442_3.687",-0.290577155578831,4.07341129282396,3.68423770282318,4.36398844840279,25.4582028883276,129.602489697175,7.49730031031596e-26,5.83898756826288e-24
"147.04414_6.585",-0.421386412581417,4.96028764934369,4.47270490495397,5.38167406192511,20.7604201684269,129.407107301859,7.79051043130471e-26,5.83898756826288e-24
"473.07063_1.551",0.63134247990686,-3.27871312646915,-3.66217890250575,-3.91005560637601,20.6992008512401,128.143886720113,9.99572510313975e-26,7.13504377600308e-24
"588.89797_0.906",0.268462122813049,-5.48852105984243,-5.62081091493363,-5.75698318265548,20.0307362547914,125.848623017269,1.58082820263332e-25,1.07711885261243e-23
"408.1626_0.996",-0.111230021099114,5.04373506157745,6.13521852304013,5.15496508267657,20.4032050437182,124.59208086101,2.03796645188463e-25,1.32822248320655e-23
"199.05841_5.97",-1.17803447904619,6.31276837470858,6.18563380602713,7.49080285375477,21.9462436247754,123.749423610989,2.41942750747351e-25,1.51113409737617e-23
"307.10383_1.224",0.00239473467836623,-2.64298132147017,-2.75637926714592,-2.64537605614854,20.95075637685,116.808720136838,1.03425840513883e-24,6.20141339721245e-23
"233.04286_6.576",-0.397386771421527,5.16770396697636,4.62888093469789,5.56509073839788,20.6679629410166,116.296597304693,1.15462834642122e-24,6.59470771378678e-23
"249.03809_4.287",0.0495710253434813,4.45032931825241,4.14289246430079,4.40075829290893,20.156938141675,116.164998106753,1.18783928133585e-24,6.59470771378678e-23
"422.17838_0.999",0.119790132346802,4.98766446988326,6.10858631313196,4.86787433753646,20.8413751678793,115.188468115309,1.46729698665848e-24,7.85527922500378e-23
"621.01035_0.897",0.108379997593088,-3.79930140543662,-4.097335984656,-3.90768140302971,19.3317940660607,112.779326874034,2.4874826988003e-24,1.28577122948333e-22
"672.85986_0.919",0.358308980171518,-3.68891710815718,-3.99994413774375,-4.0472260883287,19.127224222343,112.299972983516,2.76610627108181e-24,1.38213110011721e-22
"215.47775_1.712",0.162804845755911,-2.93708779542575,-3.06034189182815,-3.09989264118166,19.574465911912,109.300844042373,5.42252760518864e-24,2.6220544774767e-22
"434.21454_1.25",-0.179630100323513,3.21022530251085,4.28155636011386,3.38985540283436,19.774997819518,106.530304948735,1.02409955960925e-23,4.79726637454459e-22
"324.09373_1.332",0.030387980079398,5.5195572268082,4.76439442281691,5.4891692467288,21.9805681637499,105.171973192729,1.40586655925928e-23,6.3860423403929e-22
"324.09358_1.179",0.0811029216208284,5.19139265624268,4.3198313025044,5.11028973462185,22.1062840782319,104.258895241812,1.74294063625734e-23,7.60692316414316e-22
"172.09717_5.304",0.360372792344503,3.16991171057404,3.26363267284508,2.80953891822953,20.081742898654,104.165345850498,1.78190396074403e-23,7.60692316414316e-22
"353.10842_1.183",-0.0957068278903271,-2.39393597945055,-2.4203989055718,-2.29822915156022,20.0551981604844,104.059956386211,1.82687947904706e-23,7.60692316414316e-22
"181.04986_4.302",-0.285348685253964,3.234626182525,2.90021663910097,3.51997486777896,24.0810484701257,102.875769051436,2.42094934236325e-23,9.8081163897365e-22
"303.13343_6.99",-0.287693148316693,-3.63205755538485,-4.03280512992475,-3.34436440706816,19.1536490858532,101.449974732818,3.41021846148823e-23,1.34524144046602e-21
"509.21013_1.008",-0.0877989967225339,3.92656267856167,4.6625897567679,4.0143616752842,19.2516858767607,100.914701954104,3.88235174127376e-23,1.49221673337676e-21
"172.09712_6.275",0.242517961577456,4.33307630909002,3.52711195449637,4.09055834751256,22.5325168948486,100.794491195075,3.99738306574966e-23,1.49801930388969e-21
"389.13245_6.972",0.189772130453524,-3.19051976966617,-3.51406938542485,-3.38029190011969,18.6613389478432,100.194618564718,4.62641715372835e-23,1.69146324718019e-21
"389.05192_5.062",-0.702958645505258,-3.8870553676412,-3.6902363777317,-3.18409672213595,19.0312075152176,99.714858774909,5.20275924533491e-23,1.85688954970405e-21
"165.05485_6.588",0.0491123334236642,4.03196379638655,3.58189940980175,3.98285146296289,24.681722090983,99.5359642687206,5.43624442853369e-23,1.88321903470895e-21
"165.05486_6.602",0.0475920097611879,4.03196379638655,3.58189940980175,3.98437178662536,24.6813551163059,99.4679784637338,5.52779436472273e-23,1.88321903470895e-21
"520.91031_0.907",0.226737514862051,-5.46291702365642,-5.52422799445505,-5.68965453851848,20.8939871379999,96.7086251634431,1.09764990043412e-22,3.65639377944609e-21
"413.13011_1.127",-0.0269414741695163,-2.27333802225133,-2.27268560740626,-2.24639654808181,21.4752781281307,93.343660221854,2.59083235506084e-22,8.44273413094827e-21
"238.02356_0.928",-0.00271637115153107,3.84447623101896,3.5808327827697,3.84719260217049,20.2284899022152,93.179989567965,2.70309877180732e-22,8.62088837782466e-21
"134.97468_1.621",0.107257711465768,-2.58098238625157,-2.41908822241477,-2.68824009771734,20.4372854979362,93.0989666907626,2.76052463065766e-22,8.62088837782466e-21
"172.09712_5.958",0.008686653589102,2.73044863995777,2.44468591443264,2.72176198636867,22.050507209411,91.7196911305307,3.95749604055571e-22,1.21067072750878e-20
"392.16773_1.011",-0.0994883521155863,3.66531802428952,4.75199626893448,3.76480637640511,20.346765138949,89.8408512363337,6.51091256461271e-22,1.95197158687089e-20
"604.87211_0.918",0.250862639155089,-4.46576435236243,-4.53696343289914,-4.71662699151752,20.2095860934832,89.4595996560277,7.21054707050936e-22,2.11933530562618e-20
"240.08516_6.279",0.101109453951381,4.25122863200093,3.38066182348059,4.15011917804955,19.0262900335852,88.9614126539885,8.2437209995206e-22,2.37641111120796e-20
"186.11287_7.182",0.354816047408403,4.46777102164533,3.64541225157229,4.11295497423693,20.2874553205547,87.277526336855,1.30219369551129e-21,3.68299688598383e-20
"274.06996_6.832",0.0858485707955965,4.4813831327188,3.37805915550308,4.39553456192321,18.4905781829268,85.6652478457272,2.03107402531163e-21,5.49368198752812e-20
"202.10797_6.864",0.0945805551465868,3.92000552393425,3.38128695698407,3.82542496878766,19.0238327330649,85.6616488347399,2.03310577566061e-21,5.49368198752812e-20
"329.05508_1.45",-0.00277935104553656,-3.05054926000655,-3.23649302228362,-3.04776990896102,20.1425541656598,85.6277557676352,2.05234283723532e-21,5.49368198752812e-20
"475.08782_1.589",-0.445229592047128,-3.9940130152153,-4.4513723372123,-3.54878342316818,20.274450461899,85.3376953525413,2.22487572002891e-21,5.85103281460235e-20
"306.04775_2.94",0.445388211149221,-2.70850173758143,-3.06105676996288,-3.15388994873065,18.9069887160705,84.4298576447741,2.86847619916023e-21,7.41352728024343e-20
"305.15051_7.256",0.214783966173664,-4.20074646147347,-4.92192026796985,-4.41553042764714,21.185129571012,82.886750919792,4.44048960469115e-21,1.12818540973424e-19
"152.07069_6.888",-0.230267011686624,-2.35849467462593,-2.57861761358736,-2.1282276629393,18.3130868652266,82.6653172258661,4.73039210979086e-21,1.18180962876275e-19
"459.1357_1.125",0.047520542727452,-3.59575000651286,-3.68569588427246,-3.64327054924031,22.2785951792441,81.9349019587733,5.83335386142208e-21,1.43347498988061e-19
"343.9672_0.927",-0.127657701945406,2.98729329914645,2.65812653266864,3.11495100109186,18.9673350264255,81.5891394152378,6.44515438627544e-21,1.55827200403659e-19
"432.21011_0.995",-0.185973919076346,3.65866365323495,4.55390593543445,3.84463757231129,19.7898096971946,79.6559876499653,1.13280423901272e-20,2.6953548480636e-19
"237.09799_1.215",-0.167753804226037,-2.21089764702106,-2.35820448721642,-2.04314384279502,20.2286883810843,79.2954480254729,1.25996520923784e-20,2.95107476351175e-19
"306.04762_2.952",0.0241762634411354,-3.16797040861889,-3.65780913246233,-3.19214667206002,18.3880471649953,78.5401860560147,1.5764943664906e-20,3.63563854672217e-19
"343.96683_0.925",-0.123455768963184,2.87085853512175,2.54169176864395,2.99431430408494,19.0245591721918,78.3604120555452,1.66329974721334e-20,3.77770654707999e-19
"155.04517_1.035",-1.20953319801929,3.24300193296556,3.30971321584177,4.45253513098485,23.4351296844278,78.186880468684,1.75178451918393e-20,3.91929103620404e-19
"685.25581_7.34",0.24029838060547,-3.22463285915589,-3.62028426102223,-3.46493123976135,19.6247538203047,78.0440973501723,1.82823514685482e-20,4.03018306637554e-19
"165.04095_3.372",-0.283283395174685,3.88877825213066,3.75162998263166,4.17206164730535,21.0711170465684,77.8194382921785,1.95558205685159e-20,4.24843116408773e-19
"136.07555_6.964",0.0814483534927588,-3.05546741939363,-3.76640483283003,-3.13691577288639,20.2629673701428,77.4320705214387,2.19714092444361e-20,4.70502035105854e-19
"138.05494_6.969",0.0728286500742513,-2.78470815657992,-2.91089644884289,-2.85753680665418,19.5058275834912,76.1411105252946,3.25006693444214e-20,6.86176103482925e-19
"260.00537_0.923",0.116495050134233,2.98296695551253,2.6445755929103,2.8664719053783,19.4787092636834,75.593146776257,3.84376064133258e-20,8.00249611299658e-19
"310.06038_1.425",-0.00637896103350107,-2.80103252166318,-2.45016016595584,-2.79465356062967,22.0431044948141,74.841646489641,4.84581395686765e-20,9.95051386485564e-19
"155.0451_1.034",-0.85044372568958,3.28983993874583,3.34017465363775,4.14028366443541,22.5110538966021,74.122128831856,6.05960917072097e-20,1.22748029012307e-18
"233.06649_1.204",-0.142711525827527,-2.22484683560207,-2.17101384975341,-2.08213530977454,22.2783164224793,71.3936618200179,1.43692192426973e-19,2.87192795264044e-18
"239.02292_1.582",-0.0321914743177733,-2.87827268325594,-2.61538880459577,-2.84608120893816,20.8008041363497,70.6498881030496,1.82639749296689e-19,3.6023287394176e-18
"296.04466_1.411",0.0277891718443084,-2.56802196595103,-2.25966505335705,-2.59581113779533,21.8099469919842,70.0180356674283,2.24262353487953e-19,4.36583464777198e-18
"196.07211_1.079",0.195803177323274,3.74770673042036,3.528264959717,3.55190355309708,22.2973704537587,69.5051207595804,2.6521317895271e-19,5.09685327243734e-18
"420.19903_1.197",-0.0827347875118159,4.74528595991701,5.74959126298145,4.82802074742883,20.7943731502445,69.3285047165948,2.81043009554491e-19,5.33270216863521e-18
"230.1029_5.959",0.475214674646141,3.21845292647607,3.90594556257349,2.74323825182993,19.3827120775788,67.8669871861609,4.56089276079268e-19,8.54597281053528e-18
"452.92297_0.907",0.184728504767237,-4.8220867414864,-4.75516335839324,-5.00681524625364,22.1247572282653,67.3407880495512,5.44018547385238e-19,1.00677012658083e-17
"193.01697_1.615",-0.0392834011832551,-3.24771837691511,-2.88959699815638,-3.20843497573185,20.9408480503769,67.2950554610128,5.5244584335283e-19,1.0098979502267e-17
"245.06283_0.854",-0.285146006482078,4.41670489420273,3.51176878477798,4.70185090068481,20.3707577018771,66.8976414583548,6.31613480733255e-19,1.1407091658062e-17
"553.02315_0.895",0.0388439224796016,-3.50899293968777,-3.69574164631714,-3.54783686216737,20.144806229579,66.8559382390897,6.40575123242123e-19,1.14312155921422e-17
"222.03684_0.864",0.442293058788299,3.64163738159582,3.47970010194399,3.19934432280752,19.7700962906457,66.6460931584402,6.87706375112661e-19,1.21279041916927e-17
"149.02697_3.699",-0.997390395272058,4.52631238590233,3.96038432658768,5.52370278117439,20.8273296976439,66.2012314642071,7.99861773780244e-19,1.39417767313557e-17
"345.05_1.428",-0.00701580265711387,-2.49180086587238,-2.41439077121619,-2.48478506321527,20.5210646240734,66.1511617561809,8.13618478750108e-19,1.4018552869499e-17
"179.00099_1.532",-0.126727861400061,-3.11992995275534,-2.76775441485376,-2.99320209135528,19.7753467788628,66.0800285631512,8.33584408656543e-19,1.41993525974563e-17
"165.03955_1.214",-0.533987132075917,2.13937460713684,2.95622512170299,2.67336173921276,25.0130793189137,66.0311349989188,8.47601281595479e-19,1.42758912484452e-17
"302.10093_1.219",0.00863353645681377,3.61019023245565,3.4462077046127,3.60155669599884,20.814924270873,65.8162618706403,9.12151577509991e-19,1.50410903589329e-17
"169.01681_1.453",-0.0795705957561385,-2.48826591435759,-2.59091039785931,-2.40869531860145,20.8561304697852,65.8132183365756,9.13101549474912e-19,1.50410903589329e-17
"327.16761_1.19",0.259827195343528,-2.05870651073982,-2.11443888256471,-2.31853370608335,20.3329348510668,64.9306300499377,1.23678207942294e-18,2.01514819245107e-17
"331.16256_1.046",0.00235843755260536,2.65765217137751,2.12240887878036,2.6552937338249,20.6878836232199,64.8879857495294,1.25514744586191e-18,2.02308174338388e-17
"205.07143_1.211",0.110703360302802,-2.46180378286757,-2.34247650039181,-2.57250714317037,21.3534466499227,64.7947926191038,1.29627053735592e-18,2.0671378037197e-17
"232.02835_4.662",0.200819555605259,-3.57104927551913,-4.43410061199934,-3.77186883112439,20.6935571379819,64.4451878313384,1.46337615281793e-18,2.30905352955166e-17
"158.49336_1.701",0.148258960790541,-2.46329281865697,-2.49136333987912,-2.61155177944751,18.9633602976157,64.1092556354654,1.64498658679221e-18,2.56857801416826e-17
"200.97118_1.843",-0.00995228994752312,4.02009753917242,3.48429564383424,4.03004982911995,21.3910267159397,62.4142751497244,2.98980040297649e-18,4.62032041655852e-17
"222.07687_4.483",0.0222236444957304,2.25651563522762,1.91611383503925,2.23429199073189,22.3579481499547,61.2354103329319,4.56323717599303e-18,6.97989033348321e-17
"308.09892_1.357",0.229080224968004,2.46525176802037,2.38886085442809,2.23617154305237,27.8833785072444,61.1172635596873,4.76237038633287e-18,7.21090223142724e-17
"204.06612_6.945",-0.420581813054958,3.72723172696308,3.28773068093478,4.14781354001804,22.5334020662247,60.9228470593348,5.10983817847293e-18,7.65964742953092e-17
"190.05369_4.11",-0.171107731176219,2.1888992846538,2.15683824740987,2.36000701583002,22.6962683994788,60.555660178264,5.83943170592582e-18,8.66664171008199e-17
"611.28554_7.306",0.0368595136583398,-3.07194906955421,-3.98824743904656,-3.10880858321255,20.3102264061261,59.5090667862842,8.57122679096079e-18,1.2494633069861e-16
"227.02283_1.437",0.0263927272305254,-3.11575140691855,-3.51740335578775,-3.14214413414908,25.8328585905776,59.5045994905238,8.58537162238615e-18,1.2494633069861e-16
"299.1701_0.885",-0.491849015381965,3.7074928295815,2.39791434654612,4.19934184496346,19.721457613891,59.258333545057,9.40368470576646e-18,1.35539647826384e-16
"303.07218_1.211",0.104981092840502,-2.61981487997036,-2.69012016691299,-2.72479597281086,22.3458508058652,58.9424780673924,1.05727952088157e-17,1.50939238266807e-16
"206.98816_1.822",-0.215905733146572,4.60935335493012,3.83608169091521,4.82525908807669,20.9078701330173,58.7911711493661,1.11851288795652e-17,1.58174605570455e-16
"319.11502_1.192",0.220996334379966,3.45434770932131,3.21934023026055,3.23335137494134,21.4199613074193,58.4140898036708,1.2876026198109e-17,1.80384703466966e-16
"131.08135_0.883",0.113245197943506,3.26443679207842,2.29455430177552,3.15119159413492,22.7505667549905,57.6119079326243,1.74113252372871e-17,2.41662745654568e-16
"433.11349_1.199",0.0244700884178438,4.4437491672737,4.30689316940117,4.41927907885586,21.3139364136644,57.5756808758127,1.76515154625409e-17,2.42748822737145e-16
"219.05086_1.205",0.000202780897632376,-2.41477455967023,-1.9984161438717,-2.41497734056787,22.264115325461,57.5447988207557,1.78589721208688e-17,2.4336908371984e-16
"366.05741_1.354",0.275800844835783,3.75817117034662,3.55739791061259,3.48237032551083,21.8388465376664,57.1949698173803,2.03929831779733e-17,2.75397133187224e-16
"290.08813_1.23",0.0557662178155349,1.97564382519925,2.86974528429314,1.91987760738371,22.7290923461589,57.0616325342751,2.14542283145436e-17,2.87141859316972e-16
"374.90662_0.902",0.433461007666323,-1.92633457749934,-2.2845868251498,-2.35979558516566,18.5900391053823,57.0374987789577,2.1652334775757e-17,2.87228759547431e-16
"536.88439_0.92",0.200210541121945,-3.90814033610554,-3.84352607504778,-4.10835087722749,21.2659484792398,56.9904981167836,2.20435961136649e-17,2.8757710117135e-16
"384.93546_0.909",0.174832446054016,-4.04832458663947,-3.95500459316021,-4.22315703269348,23.1109172512027,56.9882746183797,2.20622859471016e-17,2.8757710117135e-16
"466.23532_7.186",-0.20503222192921,-2.21602426622729,-2.44596595744557,-2.01099204429808,18.7148109403707,56.4282172876032,2.73337018871712e-17,3.53217406283358e-16
"297.02856_1.487",-0.341492722035349,-3.16245340009345,-2.70482136594379,-2.8209606780581,21.1789972605172,56.3156346931109,2.85420438159245e-17,3.65679689573254e-16
"202.10792_6.184",0.0980654059090296,3.55733245912687,3.78528209712149,3.45926705321784,19.0635635812882,55.8809651732553,3.37503835760563e-17,4.28744279495834e-16
"223.01385_6.589",0.0580569019287768,3.47014659280895,2.66112187390181,3.41208969088017,18.7024203372437,55.1746758562436,4.44071077344796e-17,5.59380289865419e-16
"158.08135_4.104",0.171573354987494,1.82831678449638,1.8087055378291,1.65674342950889,23.597634272404,54.845033950647,5.05192295782785e-17,6.31069376148662e-16
"316.94788_0.91",0.147341289170844,-3.08981485329826,-3.09205695385034,-3.2371561424691,24.8863366663769,54.7938686269076,5.15432111926358e-17,6.38539451055876e-16
"270.95907_1.612",0.141054466332801,-2.12921044973714,-1.74978707983654,-2.27026491606994,23.6777969250003,54.599221553435,5.5638993810433e-17,6.83629932146222e-16
"383.09261_5.91",0.284344685941954,-2.70042372267482,-3.88616822430469,-2.98476840861678,20.4371547528688,54.2500701678848,6.38503894866577e-17,7.78144177565039e-16
"359.06532_1.431",-0.224647485497403,-2.28478750852121,-2.29128307114744,-2.06014002302381,19.9664386234924,53.9615055820714,7.15790365873859e-17,8.65298192294286e-16
"337.11421_1.207",-0.0778699280755955,-1.56126188425375,-1.59298294241912,-1.48339195617815,19.4584952451334,53.5547699001326,8.41507939466888e-17,1.00913632100869e-15
"117.01809_1.812",0.0128357180939286,3.67465600258288,3.32985547897754,3.66182028448895,27.8355912707818,53.2437126970173,9.52932697196684e-17,1.13368739134748e-15
"245.0929_7.071",0.671899122736464,3.65580529900623,3.74337954856275,2.98390617626977,20.3145048268686,52.8390949044899,1.12112279989312e-16,1.32327801341715e-15
"308.09892_1.2",0.143905097568165,2.46297410388992,2.29665864152768,2.31906900632176,27.5053864162537,52.6873697295329,1.19185816229e-16,1.39577764474431e-15
"241.00225_1.513",-0.0703770718886854,-3.1877789677161,-2.73877141251322,-3.11740189582741,26.4650260587078,52.4151532568937,1.33056602142801e-16,1.54613834582991e-15
"321.14577_6.972",0.104148394991843,-3.04946313651139,-3.6778675897776,-3.15361153150323,22.6152442414585,52.0725496169418,1.52920791668673e-16,1.763294359318e-15
"200.99702_1.893",0.178043636045447,-2.32174834025813,-2.45121213978633,-2.49979197630357,20.1896104495655,51.8331067081849,1.68605229828399e-16,1.92930717185321e-15
"307.15128_0.871",0.330881892664472,3.7211884981792,4.06705491402746,3.39030660551473,20.6701010413182,51.7230065938594,1.76366761289578e-16,2.00283163009907e-15
"126.00076_5.079",0.0502654489658807,3.95912290255223,3.57139079576028,3.90885745358635,20.3993243930424,51.603192095579,1.85234143303523e-16,2.08771414144347e-15
"103.03878_2.201",-0.256098502152088,1.89888740916459,2.06181656835053,2.15498591131668,24.5242148721038,50.6387335416497,2.75752087212605e-16,3.08471924426638e-15
"103.0388_2.207",-0.26923743273517,1.89981217890501,2.06274133809095,2.16904961164018,24.5205969655366,50.3446354454177,3.11658917040169e-16,3.46056827143121e-15
"170.05621_0.994",-0.00830203921951917,1.90096037829963,2.33675944201589,1.90926241751915,18.6948996136599,50.2163261894912,3.28807754104299e-16,3.62413840737018e-15
"281.08806_1.167",0.128703912059416,-1.79407150845541,-1.9365252267929,-1.92277542051483,24.3505892581953,49.9621732714102,3.6571726505795e-16,4.00153416293334e-15
"239.03625_5.377",0.667690783299051,-3.60325701418097,-3.68994864129483,-4.27094779748002,20.6765480666057,49.8276597352812,3.86960807864048e-16,4.2032916738276e-15
"169.99086_5.068",-0.0782577083565442,3.72597327735122,3.30916308279117,3.80423098570776,19.1951807184661,49.7366758713328,4.02049812113153e-16,4.33577459250084e-15
"358.12615_1.176",-0.460416176412456,-2.17487255828404,-2.26738128386391,-1.71445638187159,19.6009340729712,49.6250045266133,4.21404995975471e-16,4.51204349262308e-15
"148.49839_1.913",-0.0439403948212428,-2.83942187510772,-2.62904165087131,-2.79548148028647,20.8668664973708,49.6018745363647,4.25532984769837e-16,4.52392868205664e-15
"431.04397_1.603",0.269100138907224,-2.12409711855156,-2.27482488696882,-2.39319725745878,19.7413677995753,49.4937983863751,4.45382693096382e-16,4.70161026022167e-15
"253.09298_1.181",-0.120831394706833,-2.43887273858221,-2.77987219571512,-2.31804134387537,22.1620165721986,49.4274523689846,4.58040087229666e-16,4.80141322207881e-15
"277.15583_6.972",-0.03935740495454,-3.09656161887845,-3.91489904436551,-3.05720421392391,20.2698470769746,49.1866497498191,5.07192319720084e-16,5.2797311615306e-15
"206.0454_5.037",-0.0300636905612049,-1.55470416514721,-1.34925282102258,-1.52464047458601,23.8482094952405,49.1272425652635,5.20136970029552e-16,5.37714012465034e-15
"267.09079_6.079",-0.193261307285042,-3.50110926879031,-3.82823573337873,-3.30784796150527,20.3912288756731,48.7058331300007,6.22339917690832e-16,6.38964066177094e-15
"184.09724_6.679",0.147313617064721,-2.43746177138532,-2.62446291707929,-2.58477538845004,19.4187897380421,48.53014717408,6.70886769677354e-16,6.8412195084786e-15
"285.13223_5.99",0.00513097647059971,3.63272169251962,3.92010193124859,3.62759071604902,20.8392509209313,48.3361807225757,7.29058115331364e-16,7.38417645190348e-15
"545.17265_1.132",0.0799912473124692,-2.31906537183673,-2.25905359839081,-2.3990566191492,20.5202517466107,48.1809947642852,7.79342841061806e-16,7.84050281041374e-15
"291.07218_1.232",0.163753736501489,-2.361510563058,-2.18315228067771,-2.52526429955949,21.7113466235571,48.0337927487612,8.30358285306605e-16,8.29804713116401e-15
"231.02022_6.146",0.684075969528749,-2.47884454263359,-2.81486128951204,-3.16292051216234,19.6336447103846,47.99315379127,8.4504198909173e-16,8.38886054071857e-15
"620.84582_0.927",0.201098424265861,-3.01963665970708,-3.25600244960824,-3.22073508397294,19.9102097128859,47.9052323785048,8.77735904114303e-16,8.65609289649566e-15
"607.31381_7.223",0.245277510500524,-2.31843862681689,-2.634935514933,-2.56371613731742,17.8529341463325,47.6590482030294,9.76422430083073e-16,9.50996607710989e-15
"185.00608_1.849",-0.00340997008624139,3.87227245398759,3.6236255709294,3.87568242407383,20.6631380141126,47.6576658424962,9.77007855820495e-16,9.50996607710989e-15
"132.06538_0.979",-0.310023456673586,2.16918980344851,2.01082258102108,2.4792132601221,20.0005487884549,47.3298159880383,1.12663903923866e-15,1.08956898052823e-14
"73.02809_1.809",0.0602593703906275,3.25271900126692,2.99005145593709,3.19245963087629,25.6724634343742,47.1570994264363,1.21481087242723e-15,1.16730865241565e-14
"248.96033_0.913",0.187257618074732,-2.23799153978617,-2.32401774093241,-2.42524915786091,26.0755892648236,47.0719744322623,1.26086277778256e-15,1.20384286872361e-14
"249.06171_1.202",0.0510684396528938,-2.76417653247061,-2.3481622509748,-2.8152449721235,22.3107325884833,46.8612735011326,1.38277965910593e-15,1.31189032215177e-14
"229.05929_0.925",-0.037390160379817,3.12766393929481,2.56802601830321,3.16505409967463,21.0776788789412,46.7639224057698,1.44316591726459e-15,1.360569628918e-14
"307.11481_1.039",-0.209000468378601,2.42570184211161,3.91362084391204,2.63470231049021,20.98488143171,46.6006382885527,1.55064570679026e-15,1.44534276544047e-14
"285.02871_1.415",-0.154346160412079,-2.12605732567951,-1.78509163823348,-1.97171116526744,24.1470098020753,46.5981158936082,1.55236948122692e-15,1.44534276544047e-14
"385.10812_6.779",0.238337757378248,-2.77749575977655,-3.79498000533911,-3.0158335171548,21.0637569562791,46.5337939002391,1.59700239300238e-15,1.47772011550035e-14
"199.06938_0.891",-0.451312378435645,2.81718907015888,1.85607387210435,3.26850144859453,22.7632228940631,46.4083808355001,1.68788286524806e-15,1.54456332603109e-14
"241.88401_1.464",0.0711036879494056,4.0526427055179,3.68902292728787,3.9815390175685,19.2866644356439,46.4057452164972,1.68984913588458e-15,1.54456332603109e-14
"135.04406_4.288",-0.14524845479623,1.79263585225783,1.52228242679181,1.93788430705406,20.8425419117868,45.5408450958461,2.48235758323592e-15,2.2551842528913e-14
"381.23015_5.714",1.27540202864607,-1.92339473279882,-2.09449372346014,-3.19879676144489,18.3838925318015,45.3880673946787,2.65824265435451e-15,2.40042514390205e-14
"464.19992_0.861",0.0444765903787962,3.07531419616536,4.15396995344733,3.03083760578656,18.8784120401724,44.7327367508647,3.57199832360792e-15,3.20624280663969e-14
"230.10303_5.177",1.2047148943551,3.04249420056372,4.35931138678171,1.83777930620862,19.822274654785,44.6450927247337,3.71681041054952e-15,3.31636833655579e-14
"239.03626_5.543",0.0798346557492193,-4.05736682122114,-4.52038848079014,-4.13720147697036,21.4992468925051,44.2390361004416,4.47134288324475e-15,3.9660017644875e-14
